aX,aY,aZ,gX,gY,gZ
0.091,0.229,0.975,0.183,-2.136,4.028
0.090,0.242,0.972,1.099,-1.038,3.784
0.089,0.241,0.973,1.526,0.305,2.563
0.092,0.246,0.964,2.319,1.587,1.465
0.083,0.221,0.954,3.418,2.258,-0.244
0.070,0.208,0.954,3.113,1.953,-0.793
0.063,0.203,0.948,2.563,1.160,-0.671
0.065,0.189,0.937,1.770,0.977,-0.488
0.063,0.194,0.958,0.854,-0.610,0.488
0.067,0.212,0.971,0.732,-1.160,1.465
0.065,0.208,0.975,1.648,-1.038,1.282
0.066,0.195,0.970,2.014,-0.854,0.854
0.069,0.216,0.944,2.014,-0.183,1.465
0.078,0.217,0.958,0.183,-0.793,1.282
0.078,0.201,0.982,-0.732,-1.160,0.488
0.069,0.207,0.955,0.427,0.183,0.305
0.067,0.208,0.926,2.136,1.160,0.061
0.070,0.181,0.958,2.380,-0.366,-0.488
0.071,0.188,0.958,2.014,-0.549,0.122
0.069,0.198,0.944,2.014,0.122,0.854
0.072,0.193,0.958,1.221,-0.610,1.038
0.073,0.200,0.951,0.916,-0.610,1.648
0.076,0.207,0.947,0.671,-0.732,1.953
0.075,0.202,0.970,0.732,-1.587,1.465
0.079,0.202,0.957,1.953,-1.221,1.343
0.084,0.202,0.953,2.808,-0.732,1.465
0.087,0.205,0.975,1.709,-0.854,1.465
0.086,0.200,0.991,0.793,-0.366,0.977
0.086,0.219,0.963,2.014,1.160,1.343
0.084,0.205,0.953,3.662,1.404,0.610
0.082,0.194,0.953,3.052,1.038,0.000
0.080,0.199,0.943,1.892,0.977,0.427
0.079,0.204,0.943,0.732,0.916,0.610
0.078,0.198,0.968,-0.671,0.183,0.366
0.075,0.188,0.978,-0.366,0.366,0.122
0.068,0.201,0.938,0.732,1.587,0.183
0.069,0.210,0.941,0.610,0.671,0.610
0.073,0.200,0.980,0.610,-0.916,0.122
0.071,0.193,0.979,0.916,-0.305,-0.244
0.073,0.189,0.968,2.136,0.671,-0.244
0.075,0.191,0.953,3.174,0.549,-0.122
0.067,0.196,0.935,2.319,0.549,0.366
0.071,0.188,0.970,0.671,-0.427,0.305
0.077,0.179,0.981,-0.244,0.061,0.183
-1.564,-0.175,1.693,91.736,-612.305,116.882
-1.530,-0.070,2.470,81.543,-611.877,123.596
-1.336,0.193,3.662,53.528,-598.999,132.263
-0.930,0.645,4.000,15.808,-530.334,137.878
-0.585,1.205,4.000,-22.827,-398.804,129.700
-0.391,1.287,3.553,-76.721,-257.874,88.745
-0.320,0.968,2.774,-135.620,-155.945,38.879
-0.325,0.646,2.358,-172.974,-112.488,9.583
-0.338,0.338,2.148,-169.312,-100.769,-4.700
-0.293,0.036,1.958,-134.644,-95.337,-10.010
-0.165,-0.193,1.750,-87.830,-95.154,-5.127
-0.254,-0.201,1.682,-45.959,-97.900,9.338
-0.166,-0.175,1.489,-29.541,-93.384,27.832
-0.120,0.155,1.507,-28.687,-90.210,47.424
-0.080,0.333,1.668,-31.555,-89.111,55.664
-0.055,0.297,1.802,-25.879,-82.886,49.133
-0.081,0.382,1.786,-15.259,-71.045,46.936
-0.071,0.517,1.697,-7.935,-58.411,44.678
-0.030,0.524,1.677,-6.287,-49.072,35.278
-0.013,0.475,1.630,-6.653,-39.673,23.926
0.012,0.468,1.580,-6.775,-28.503,17.029
0.031,0.463,1.520,-6.409,-17.944,11.047
0.051,0.424,1.414,-5.432,-6.531,4.150
0.058,0.337,1.312,-2.625,2.136,-2.380
0.064,0.260,1.179,-0.488,9.705,-4.761
0.083,0.225,1.149,-0.610,11.230,-3.906
0.079,0.264,1.198,0.610,9.644,-1.587
0.093,0.274,1.123,5.554,13.733,-1.465
0.106,0.238,1.034,10.437,17.883,-3.357
0.098,0.232,0.942,10.681,19.836,-2.930
0.091,0.237,0.938,7.874,17.273,-1.465
0.086,0.239,0.917,5.981,15.320,-1.526
0.094,0.228,0.834,3.662,16.785,-2.197
0.093,0.214,0.849,1.404,13.306,-2.319
0.084,0.203,0.895,1.587,8.179,-1.648
0.099,0.213,0.846,3.601,7.751,-1.099
0.105,0.217,0.851,4.395,5.798,-0.671
0.117,0.213,0.876,4.761,3.235,-0.732
0.112,0.210,0.872,5.249,2.991,-0.977
0.104,0.203,0.867,4.456,3.601,-1.526
0.096,0.197,0.865,2.869,4.211,-1.770
0.082,0.182,0.861,1.465,4.150,-2.197
0.085,0.192,0.872,0.977,3.052,-1.770
0.077,0.181,0.866,2.197,2.625,-1.343
0.079,0.185,0.868,1.160,1.526,-0.244
0.077,0.191,0.888,0.610,-0.061,1.221
0.076,0.190,0.896,2.319,-1.648,1.831
0.075,0.194,0.897,4.639,-3.174,2.197
0.071,0.190,0.930,5.737,-5.737,2.197
0.073,0.199,0.952,5.737,-6.836,2.441
0.070,0.205,0.978,4.089,-6.714,2.502
0.069,0.205,1.005,1.526,-5.737,2.319
0.066,0.208,1.036,-0.793,-4.333,2.197
0.057,0.226,1.016,-0.916,-1.465,2.075
0.054,0.240,1.001,0.854,0.244,1.343
0.059,0.220,1.014,1.404,0.000,0.122
0.063,0.215,1.043,1.587,-0.061,-0.122
0.069,0.209,1.037,0.916,1.587,0.122
0.059,0.214,1.007,0.366,3.052,0.427
0.062,0.223,0.989,1.709,3.296,0.916
0.068,0.226,0.990,3.235,2.563,0.610
0.083,0.236,0.970,3.784,2.502,0.366
0.088,0.234,0.996,2.808,1.587,-0.244
0.083,0.231,0.987,1.953,1.221,-1.099
0.084,0.221,1.000,1.160,1.892,-2.136
0.095,0.220,0.950,-0.427,4.761,-2.991
0.093,0.231,0.916,-2.441,6.409,-2.808
0.095,0.214,0.964,-4.395,3.784,-2.991
0.099,0.211,0.951,-3.235,3.601,-2.930
0.094,0.194,0.927,-1.160,4.395,-2.869
0.094,0.176,0.928,0.549,2.991,-2.563
0.094,0.190,0.915,1.282,2.502,-1.465
0.093,0.183,0.910,-0.183,1.892,-0.977
0.093,0.177,0.937,-1.099,0.305,-0.549
0.092,0.196,0.915,-0.488,0.549,0.366
0.092,0.198,0.912,0.610,0.305,0.427
0.093,0.202,0.934,0.610,-0.854,0.366
0.090,0.212,0.938,0.854,-1.160,0.244
0.086,0.214,0.934,1.770,-0.732,0.122
0.083,0.198,0.938,1.526,-0.793,-0.305
0.087,0.183,0.975,1.709,-1.465,-0.305
0.078,0.180,0.964,1.831,-0.610,0.366
0.067,0.188,0.953,1.038,-0.122,0.854
0.075,0.188,0.959,-0.122,-0.671,1.160
0.075,0.181,0.984,-0.549,-1.831,1.343
0.072,0.179,0.975,0.977,-1.343,1.587
0.074,0.197,0.951,2.136,-0.549,2.136
0.075,0.188,0.959,1.526,-0.610,1.831
0.080,0.197,0.984,0.977,-1.221,1.831
0.078,0.211,0.984,1.953,-0.366,2.136
0.072,0.200,0.970,2.136,0.793,1.282
0.076,0.206,0.960,1.343,1.343,1.160
0.083,0.214,0.964,0.488,1.160,1.343
0.077,0.203,0.973,-0.671,0.732,1.038
0.076,0.192,0.968,0.732,1.038,0.610
0.078,0.188,0.953,2.014,1.221,0.671
0.077,0.199,0.947,1.526,1.404,1.282
0.075,0.193,0.962,1.831,1.038,1.343
0.080,0.189,0.971,2.869,0.549,0.977
0.081,0.204,0.962,4.456,1.099,1.343
0.087,0.197,0.955,5.432,1.343,0.916
0.084,0.199,0.952,4.089,1.770,0.977
0.087,0.215,0.955,1.953,2.197,1.648
0.091,0.213,0.975,0.427,2.136,1.221
0.093,0.219,0.975,0.671,2.930,0.732
0.084,0.204,0.942,2.380,4.089,-0.305
0.087,0.175,0.938,2.686,3.235,-0.916
0.089,0.197,0.957,1.709,0.916,0.793
0.098,0.207,0.976,0.610,0.000,1.648
0.099,0.224,0.963,1.099,1.099,1.343
0.093,0.218,0.938,0.916,2.502,0.427
0.092,0.194,0.954,0.427,1.709,-0.854
0.089,0.196,0.965,-0.061,1.648,-0.793
0.083,0.198,0.956,-0.122,2.563,-0.488
0.079,0.186,0.971,-0.061,1.587,-0.916
0.079,0.190,0.948,0.854,1.587,-0.488
0.086,0.198,0.956,0.366,1.099,0.061
0.090,0.212,0.972,-1.343,0.488,0.427
0.087,0.209,0.980,-0.977,1.038,-0.305
-1.727,-0.153,1.747,94.177,-624.695,160.095
-1.624,0.063,2.885,93.567,-637.756,168.274
-1.377,0.320,3.616,86.609,-596.313,169.434
-1.089,0.743,3.832,63.293,-508.972,164.490
-0.722,1.060,3.999,12.573,-412.354,144.836
-0.438,1.353,3.813,-58.350,-301.758,112.610
-0.229,1.437,3.402,-128.174,-194.702,73.975
-0.208,1.156,2.985,-172.729,-113.220,25.879
-0.229,0.660,2.696,-181.946,-63.904,-14.282
-0.310,0.222,2.344,-161.255,-34.424,-33.142
-0.300,-0.061,1.898,-121.460,-16.785,-30.701
-0.258,-0.068,1.620,-74.463,-20.020,-13.367
-0.166,-0.001,1.572,-38.025,-34.302,4.272
-0.103,0.021,1.668,-15.564,-46.387,15.503
-0.054,0.048,1.692,-3.662,-45.837,23.743
-0.009,0.198,1.640,-3.845,-37.476,32.898
0.045,0.398,1.573,-8.423,-28.320,38.818
0.082,0.548,1.519,-11.292,-21.118,36.072
0.128,0.591,1.497,-11.841,-13.062,26.245
0.149,0.568,1.429,-7.507,-3.418,14.099
0.132,0.505,1.251,-2.319,8.911,2.502
0.121,0.359,1.081,-0.244,18.677,-6.836
0.109,0.265,0.953,-0.305,22.461,-10.315
0.118,0.180,0.854,-0.244,22.461,-8.789
0.134,0.145,0.830,3.723,17.700,-5.005
0.126,0.146,0.814,9.460,12.207,-0.244
0.132,0.063,0.809,13.306,8.301,4.211
0.138,0.168,0.792,13.916,5.981,12.024
0.162,0.350,0.752,8.057,5.005,18.860
0.176,0.368,0.833,5.798,-1.221,13.306
0.169,0.366,0.850,4.944,-2.563,7.385
0.161,0.368,0.878,3.662,-1.892,3.235
0.143,0.318,0.904,2.258,-1.343,-1.160
0.117,0.249,0.864,1.648,0.671,-4.211
0.100,0.214,0.839,0.916,0.977,-4.089
0.095,0.175,0.855,0.977,-1.587,-3.174
0.098,0.156,0.875,2.869,-2.869,-1.465
0.102,0.163,0.898,5.615,-3.723,1.343
0.107,0.192,0.910,9.521,-3.845,3.784
0.117,0.203,0.919,13.794,-3.540,4.883
0.117,0.224,0.909,16.602,-3.052,5.432
0.119,0.250,0.889,17.029,-3.174,5.676
0.127,0.264,0.899,13.123,-4.272,5.371
0.127,0.279,0.933,8.301,-5.981,4.456
0.114,0.239,0.979,5.066,-7.263,2.441
0.097,0.227,1.006,4.272,-7.812,1.038
0.091,0.240,0.964,4.272,-5.554,1.221
0.086,0.213,0.997,3.235,-6.531,0.061
0.109,0.208,1.053,1.099,-7.080,0.183
0.097,0.235,1.029,0.793,-4.700,1.404
0.094,0.255,1.029,0.549,-3.601,1.709
0.096,0.245,1.049,1.953,-4.150,0.610
0.104,0.247,1.027,3.479,-2.380,-0.244
0.102,0.254,1.007,3.418,-0.244,-1.038
0.096,0.235,0.991,2.258,1.221,-2.625
0.109,0.208,0.998,1.099,2.075,-3.540
0.095,0.213,0.985,0.488,2.747,-3.357
0.079,0.199,0.943,0.427,3.235,-3.052
0.081,0.196,0.974,0.549,0.793,-2.808
0.090,0.191,0.948,1.160,1.404,-2.136
0.091,0.188,0.929,1.465,1.709,-1.404
0.092,0.194,0.937,0.366,0.732,-0.244
0.099,0.221,0.933,-0.244,0.671,0.732
0.103,0.211,0.940,-1.038,0.916,0.244
0.106,0.208,0.925,-1.221,1.282,0.061
0.109,0.215,0.917,-1.160,0.854,0.366
0.110,0.204,0.922,-1.099,-0.183,0.122
0.115,0.219,0.929,-1.526,-0.854,0.488
0.116,0.222,0.935,-1.892,-0.793,0.732
0.113,0.215,0.935,-1.221,-0.671,0.305
0.115,0.215,0.936,-0.549,-0.977,0.549
0.114,0.210,0.960,-0.244,-1.892,1.160
0.112,0.211,0.956,0.854,-1.709,1.648
0.116,0.239,0.929,1.221,-0.977,2.686
0.116,0.273,0.928,-0.488,-1.221,2.625
0.116,0.257,0.969,-1.831,-2.380,0.366
0.111,0.231,0.996,-1.770,-1.831,-1.160
0.105,0.220,0.971,-0.366,-0.183,-1.526
0.087,0.217,0.937,0.732,0.000,-1.038
0.088,0.208,0.950,0.732,-1.526,-0.793
0.093,0.201,0.949,0.366,-1.892,-0.549
0.091,0.201,0.968,0.244,-2.380,0.183
0.094,0.197,0.985,1.587,-2.747,0.183
0.080,0.198,0.963,2.991,-1.465,0.488
0.077,0.188,0.968,3.906,-0.916,0.854
0.081,0.201,0.978,4.272,-0.549,1.892
0.071,0.196,0.956,3.052,1.038,2.380
0.079,0.181,0.975,1.404,1.038,2.808
0.086,0.211,0.948,-0.122,1.892,4.028
0.092,0.229,0.933,-1.465,2.319,4.333
0.098,0.232,0.959,-1.770,0.854,3.662
0.102,0.238,0.953,-1.465,0.488,2.625
0.105,0.239,0.949,-0.732,0.549,1.343
0.098,0.216,0.944,0.366,-0.061,-0.061
0.103,0.202,0.952,0.854,-0.427,-0.244
0.101,0.211,0.962,0.977,-0.671,0.488
0.105,0.207,0.952,0.366,0.000,0.732
0.094,0.203,0.940,0.549,0.305,0.854
0.103,0.212,0.942,0.732,0.183,1.465
0.097,0.224,0.961,1.282,-0.610,1.587
0.109,0.212,0.961,0.366,0.366,1.160
0.117,0.212,0.965,-0.488,1.343,1.038
0.106,0.220,0.933,-0.488,2.319,1.709
0.107,0.220,0.946,-1.343,0.977,1.892
0.105,0.215,0.950,-0.671,0.183,2.014
0.100,0.217,0.942,0.854,0.305,2.075
0.099,0.211,0.952,1.343,-0.305,2.075
0.101,0.233,0.971,0.427,-0.549,2.686
0.100,0.242,0.968,-0.366,0.610,2.319
0.094,0.244,0.943,0.061,1.587,1.221
0.090,0.230,0.936,0.732,0.732,0.122
0.095,0.205,0.953,-0.061,-0.549,-0.183
0.095,0.205,0.971,-1.038,-0.488,0.488
0.093,0.212,0.962,-2.014,0.732,1.282
0.093,0.218,0.960,-1.892,1.648,1.282
0.092,0.219,0.958,-2.014,2.197,1.038
0.089,0.213,0.946,-1.404,2.319,0.793
0.090,0.221,0.937,-0.977,1.831,1.160
0.093,0.216,0.949,-0.549,0.977,1.282
-2.027,-0.206,1.544,125.305,-641.174,166.443
-1.961,-0.008,2.794,103.333,-655.884,176.697
-1.681,0.176,3.924,55.786,-621.094,174.805
-1.338,0.487,4.000,-3.052,-515.564,168.579
-1.079,0.987,4.000,-66.711,-371.399,153.076
-0.927,1.554,3.445,-110.352,-251.343,131.836
-0.782,1.769,3.102,-140.747,-182.495,91.980
-0.640,1.387,2.961,-142.639,-142.517,33.203
-0.548,0.736,2.766,-118.530,-104.309,-16.235
-0.532,0.253,2.542,-84.961,-70.374,-35.950
-0.512,-0.031,2.206,-59.570,-41.931,-31.738
-0.385,-0.180,1.891,-42.725,-24.780,-21.057
-0.302,-0.074,1.851,-26.794,-26.733,-2.686
-0.208,0.063,1.828,-11.902,-27.710,12.756
-0.152,0.168,1.706,2.380,-19.409,20.020
-0.088,0.327,1.552,10.681,-9.949,25.391
-0.046,0.421,1.435,13.367,-3.479,22.888
-0.009,0.484,1.356,10.437,1.526,18.127
0.008,0.488,1.263,5.066,9.399,10.254
0.005,0.413,1.184,1.221,16.785,0.916
0.015,0.348,1.086,-0.671,22.339,-5.798
0.011,0.278,0.953,-0.488,27.039,-9.644
0.011,0.179,0.876,-2.502,27.039,-11.353
0.016,0.121,0.848,-0.671,22.705,-8.789
0.036,0.112,0.789,1.953,19.409,-4.089
0.034,-0.013,0.725,4.089,16.663,0.183
0.078,0.169,0.750,-0.488,11.047,8.789
0.092,0.319,0.727,-1.465,7.446,13.916
0.078,0.233,0.813,-1.099,1.038,5.188
0.072,0.182,0.799,-1.099,0.000,1.648
0.077,0.200,0.820,1.587,-1.404,3.052
0.070,0.213,0.845,-0.183,-3.296,3.601
0.064,0.237,0.829,-4.517,-2.869,3.540
0.053,0.257,0.846,-5.615,-4.761,3.723
0.051,0.245,0.883,-2.869,-7.996,2.563
0.053,0.234,0.940,1.587,-10.376,1.770
0.051,0.232,0.967,6.470,-10.132,1.465
0.049,0.210,0.956,9.460,-7.812,0.671
0.038,0.190,0.939,9.338,-5.737,0.061
0.033,0.189,0.929,8.057,-5.676,0.549
0.035,0.212,0.954,5.188,-6.775,1.831
0.028,0.235,0.988,2.014,-7.568,2.014
0.033,0.238,0.998,0.244,-6.958,0.977
0.029,0.229,0.991,-1.526,-6.226,-0.366
0.016,0.234,1.010,-3.052,-7.019,-0.366
0.017,0.228,1.038,-0.549,-8.667,-0.671
0.025,0.244,1.041,3.601,-8.118,-0.916
0.022,0.217,1.024,6.287,-6.226,-2.197
0.024,0.190,1.041,4.822,-5.676,-2.747
0.021,0.212,1.038,3.235,-4.333,-1.770
0.012,0.219,1.025,1.404,-2.747,-1.465
0.007,0.209,1.024,1.221,-2.380,-2.441
0.006,0.220,1.011,3.174,-1.892,-2.625
0.004,0.212,1.016,3.662,-1.770,-3.174
0.000,0.178,1.034,3.357,-1.526,-4.028
-0.005,0.167,1.020,3.479,-0.488,-3.845
0.008,0.156,0.988,3.662,0.732,-3.418
-0.002,0.151,0.980,2.380,-0.122,-2.563
-0.004,0.158,0.967,0.061,-0.427,-0.854
0.006,0.173,0.984,-0.854,-1.282,0.305
0.013,0.180,0.961,-0.549,0.061,0.732
0.006,0.176,0.930,-0.793,1.160,0.122
0.010,0.181,0.927,-1.892,0.427,0.244
0.023,0.182,0.975,-2.136,-1.160,0.244
0.022,0.183,0.968,-0.916,0.000,0.000
0.026,0.167,0.915,0.854,1.709,-0.610
0.029,0.181,0.915,-0.183,0.244,-0.244
0.032,0.191,0.965,-1.892,-2.136,0.610
0.039,0.190,0.965,-0.366,-1.831,0.183
0.042,0.191,0.939,0.793,-0.854,0.366
0.033,0.196,0.943,1.099,-1.648,0.671
0.034,0.177,0.951,2.930,-2.075,-0.183
0.034,0.183,0.976,2.136,-2.319,0.305
0.027,0.177,0.985,0.671,-1.709,0.732
0.022,0.179,0.986,0.122,-1.099,0.977
0.017,0.196,0.948,-0.427,0.061,1.465
0.016,0.198,0.954,-1.953,-0.732,1.587
0.015,0.200,0.986,-2.502,-2.258,1.404
0.016,0.213,0.974,-3.113,-1.099,1.526
0.022,0.216,0.978,-3.296,-0.732,1.221
0.017,0.213,0.988,-1.465,-1.160,0.366
-0.005,0.197,0.939,-0.366,-0.183,-0.305
0.001,0.184,0.974,-0.183,-1.770,-0.366
0.006,0.170,1.000,-0.122,-2.563,-0.305
0.000,0.178,0.963,-1.221,0.305,0.610
-0.009,0.193,0.972,-2.014,-0.183,1.465
-0.006,0.206,0.987,-1.770,-0.793,1.953
-0.004,0.194,0.990,-1.282,-0.183,1.587
-0.002,0.189,0.963,-0.610,0.916,1.587
-0.000,0.209,0.966,-0.183,0.671,2.502
0.005,0.207,0.970,0.366,0.061,2.502
0.008,0.202,0.973,1.404,0.000,1.770
0.015,0.206,0.965,1.404,0.427,1.770
0.017,0.222,0.966,0.427,0.488,1.831
0.016,0.216,0.955,-0.793,0.549,0.854
0.021,0.211,0.969,-1.465,0.000,0.122
0.023,0.223,0.981,-0.977,0.000,-0.061
0.018,0.186,0.978,0.793,1.099,-1.282
0.017,0.170,0.950,2.319,2.197,-1.343
0.016,0.195,0.930,4.211,1.770,0.366
0.023,0.195,0.955,4.272,0.122,0.488
0.024,0.203,0.988,3.723,-0.793,0.671
0.021,0.206,0.972,3.296,0.793,0.488
0.019,0.204,0.954,2.808,1.831,0.061
0.019,0.190,0.958,2.502,1.282,-0.427
0.019,0.185,0.940,1.770,1.343,-0.366
0.019,0.180,0.931,0.000,0.916,0.000
0.015,0.179,0.968,-2.625,-0.854,0.549
0.020,0.180,0.986,-3.235,-0.854,0.732
0.017,0.193,0.973,-1.343,0.183,1.221
0.014,0.182,0.956,0.732,0.610,1.038
0.009,0.183,0.954,0.977,0.061,1.587
0.013,0.199,0.957,0.671,-0.488,2.441
0.015,0.212,0.960,0.549,-0.671,2.563
0.008,0.199,0.971,0.183,-0.549,1.709
0.004,0.182,0.980,0.122,-0.488,1.465
0.005,0.182,0.976,1.282,-0.122,1.404
0.008,0.183,0.970,2.075,0.488,1.831
0.010,0.190,0.968,1.343,0.610,2.014
-1.850,-0.509,1.170,144.531,-633.240,122.620
-1.978,-0.250,1.960,152.222,-653.320,137.085
-1.818,-0.064,2.746,139.465,-645.996,137.085
-1.702,0.159,3.688,95.642,-611.816,127.991
-1.358,0.493,4.000,6.348,-526.611,121.460
-1.028,0.717,4.000,-80.444,-407.166,108.582
-0.894,0.725,3.986,-129.944,-278.748,79.163
-0.818,0.662,3.379,-147.400,-178.894,49.622
-0.718,0.495,2.870,-141.357,-126.099,28.687
-0.611,0.251,2.711,-118.164,-105.957,15.137
-0.534,-0.030,2.566,-92.590,-93.689,9.766
-0.425,-0.283,2.558,-71.960,-80.017,10.254
-0.381,-0.260,2.475,-54.443,-63.477,25.696
-0.264,-0.168,2.314,-43.152,-43.518,39.917
-0.137,0.110,2.174,-30.762,-27.222,53.284
-0.027,0.441,1.937,-21.423,-10.010,59.998
0.051,0.648,1.727,-15.198,3.845,52.490
0.037,0.665,1.543,-9.399,12.817,35.156
0.062,0.564,1.355,-6.287,21.790,16.479
0.086,0.495,1.187,-3.479,28.992,3.723
0.063,0.425,1.049,-1.587,32.776,-3.845
0.033,0.308,0.927,0.793,32.898,-10.803
0.020,0.203,0.824,4.761,31.006,-14.038
0.033,0.137,0.786,6.165,26.733,-11.780
0.062,0.128,0.781,3.906,22.583,-7.629
0.085,0.134,0.812,0.732,19.470,-4.395
0.088,0.168,0.797,-0.732,19.165,-2.808
0.092,0.182,0.781,-1.282,19.348,-2.808
0.081,0.173,0.778,-1.892,18.555,-4.089
0.073,0.155,0.764,-2.441,16.785,-5.615
0.061,0.142,0.787,-5.859,13.733,-5.981
0.067,0.105,0.880,-9.949,9.338,-5.371
0.055,0.112,0.901,-10.742,9.644,-3.723
0.042,0.141,0.859,-8.057,11.169,-2.686
0.044,0.153,0.864,-2.502,8.545,-2.197
0.050,0.157,0.854,3.784,5.310,-2.014
0.051,0.151,0.864,7.751,2.319,-1.404
0.059,0.172,0.888,9.583,-0.183,-0.916
0.064,0.191,0.891,10.132,-0.488,-1.282
0.072,0.184,0.880,9.644,0.610,-2.625
0.068,0.165,0.900,7.812,0.977,-3.906
0.061,0.121,0.898,6.165,1.587,-5.066
0.057,0.117,0.882,5.798,1.892,-4.700
0.042,0.090,0.878,5.615,0.305,-3.906
0.029,0.086,0.937,4.395,-2.747,-2.563
0.036,0.074,0.925,4.761,-3.601,0.061
0.017,0.103,0.950,5.859,-5.371,2.563
0.044,0.129,0.990,4.883,-6.287,5.066
0.042,0.157,0.981,5.615,-5.798,5.615
0.038,0.180,0.966,5.310,-5.249,5.798
0.038,0.192,1.020,2.930,-8.301,5.066
0.048,0.177,1.078,1.160,-9.460,3.235
0.033,0.158,1.055,3.784,-6.897,1.465
0.036,0.147,1.056,4.333,-5.127,0.732
0.027,0.147,1.044,2.319,-4.089,0.671
0.030,0.140,1.037,0.610,-3.540,0.488
0.029,0.160,1.040,0.305,-3.784,0.854
0.030,0.140,1.058,-0.610,-4.089,0.061
0.029,0.130,1.064,-0.916,-3.113,0.183
0.034,0.130,1.057,-0.671,-1.465,0.916
0.036,0.129,1.035,-0.977,0.671,1.099
0.040,0.125,1.025,-1.831,2.380,1.465
0.034,0.139,0.996,-1.465,3.662,1.709
0.036,0.143,0.943,-0.610,5.005,1.587
0.045,0.142,0.962,-1.160,3.174,1.648
0.054,0.137,0.999,-1.221,1.343,1.587
0.057,0.152,0.980,0.366,2.075,2.014
0.057,0.156,0.954,2.441,2.686,1.587
0.072,0.155,0.950,2.869,1.587,1.221
0.074,0.170,0.935,2.686,1.099,1.160
0.065,0.168,0.930,1.587,0.183,0.854
0.066,0.154,0.966,0.305,-1.099,-0.366
0.064,0.141,0.947,0.427,0.244,-1.099
0.057,0.125,0.931,1.282,1.221,-1.526
0.050,0.109,0.958,-0.183,0.305,-1.099
0.053,0.129,0.967,-0.916,0.183,0.671
0.047,0.149,0.967,-0.427,0.122,1.526
0.048,0.144,0.964,1.770,-0.610,0.732
0.048,0.155,0.977,3.845,-1.404,0.671
0.054,0.163,0.973,4.272,-1.648,0.549
0.052,0.161,0.990,2.502,-1.709,-0.305
0.052,0.134,1.014,0.488,-1.038,-1.709
0.040,0.123,0.996,-0.793,1.282,-2.258
0.035,0.113,0.982,-1.160,2.380,-1.831
0.031,0.107,0.974,-1.038,1.038,-1.038
0.023,0.122,0.985,-0.244,-0.977,0.610
0.033,0.142,1.016,2.014,-2.136,1.160
0.034,0.134,1.001,5.188,-0.427,0.244
0.039,0.140,0.992,5.493,0.427,-0.183
0.038,0.147,1.005,3.052,0.122,-0.366
0.032,0.131,0.999,2.014,1.160,-1.343
0.035,0.098,0.995,1.953,2.686,-2.319
0.031,0.080,0.974,1.587,3.967,-1.770
0.035,0.100,0.959,0.854,3.845,0.000
0.046,0.110,0.980,0.183,2.258,0.916
0.046,0.112,0.956,0.122,2.747,1.221
0.051,0.121,0.943,0.427,1.953,1.526
0.057,0.135,0.959,0.488,0.244,1.953
0.060,0.133,0.984,-0.427,-0.671,1.953
0.059,0.152,0.967,0.244,0.366,1.648
0.059,0.161,0.951,0.793,1.221,0.916
0.057,0.146,0.971,0.488,0.854,-0.366
0.058,0.138,0.983,0.854,1.038,-1.099
0.053,0.120,0.972,2.197,1.953,-1.770
0.050,0.106,0.957,1.831,2.380,-1.648
0.050,0.101,0.962,0.732,1.221,-0.916
0.054,0.113,0.956,0.305,0.427,0.366
0.041,0.132,0.976,0.427,-0.427,0.977
0.062,0.099,0.984,-0.793,-0.671,0.488
0.055,0.125,0.995,-0.427,-0.183,2.014
0.052,0.130,0.971,0.793,1.282,2.380
0.049,0.133,0.955,0.610,1.526,1.709
0.049,0.133,0.982,-0.427,0.671,1.648
0.052,0.140,1.001,-0.793,0.244,1.648
0.053,0.129,1.000,0.244,1.343,1.038
0.048,0.130,0.983,-0.061,3.113,1.038
0.039,0.126,0.972,0.000,3.174,1.221
0.039,0.117,0.975,0.549,2.014,1.160
0.042,0.131,0.981,1.282,1.404,1.892
-2.035,-0.754,1.424,161.133,-648.193,138.306
-2.106,-0.559,2.363,153.381,-666.931,165.344
-2.025,-0.129,3.235,132.080,-662.598,190.552
-1.655,0.552,4.000,99.365,-627.869,206.116
-1.086,1.316,4.000,42.175,-523.254,201.111
-0.601,1.893,4.000,-12.207,-384.888,160.217
-0.422,1.983,3.937,-70.679,-248.962,89.294
-0.417,1.468,3.271,-120.789,-137.573,10.132
-0.523,0.787,2.679,-141.968,-67.810,-47.424
-0.504,0.180,2.437,-137.329,-38.940,-72.205
-0.460,-0.226,2.185,-108.765,-23.254,-70.313
-0.398,-0.316,1.771,-68.665,-9.216,-51.819
-0.307,-0.225,1.568,-33.875,-11.047,-28.320
-0.216,-0.143,1.519,-12.512,-19.104,-10.681
-0.158,-0.008,1.493,-0.793,-20.813,3.235
-0.132,0.084,1.525,4.578,-20.813,11.658
-0.091,0.214,1.627,4.822,-20.081,16.357
-0.062,0.384,1.590,3.357,-10.315,18.311
-0.042,0.496,1.458,-0.793,2.136,14.221
-0.016,0.513,1.390,-6.165,10.559,5.798
0.009,0.451,1.345,-10.254,17.090,-3.357
0.021,0.350,1.285,-12.268,23.865,-11.230
0.033,0.237,1.182,-10.498,29.846,-15.686
0.038,0.188,1.047,-5.249,33.386,-15.137
0.055,0.136,0.922,-0.366,33.203,-12.573
0.072,0.106,0.846,4.089,27.771,-9.033
0.094,0.130,0.848,6.348,18.982,-4.150
0.124,0.151,0.889,7.568,11.047,-1.831
