aX,aY,aZ,gX,gY,gZ
-0.096,-0.160,-0.996,0.122,-1.343,-0.793
-0.094,-0.164,-1.032,-1.831,0.061,-0.610
-0.096,-0.160,-1.029,-2.563,-0.793,-0.244
-0.098,-0.170,-0.998,-1.648,-2.319,0.366
-0.104,-0.148,-0.988,0.610,-2.136,1.160
-0.103,-0.141,-0.993,0.305,-0.671,1.465
-0.103,-0.129,-1.009,0.122,-0.244,1.160
-0.101,-0.120,-1.013,-0.183,-0.793,0.977
-0.101,-0.130,-0.985,-0.488,-2.197,0.183
-0.100,-0.161,-0.958,-0.549,-2.502,-0.793
-0.097,-0.160,-0.980,1.221,-0.488,-0.488
-0.094,-0.145,-0.995,1.038,1.160,0.488
-0.097,-0.148,-0.986,0.244,0.793,0.427
-0.098,-0.131,-0.982,0.000,0.610,0.427
-1.155,0.302,-1.579,-106.262,475.891,-49.377
-1.107,0.243,-2.036,-120.667,478.882,-67.200
-1.082,0.125,-2.421,-102.112,469.360,-82.886
-1.111,0.046,-2.651,-46.814,442.444,-92.773
-1.084,0.033,-2.622,30.701,396.423,-98.389
-1.010,-0.049,-2.360,103.149,345.825,-102.905
-0.945,-0.327,-2.210,142.151,315.369,-104.980
-0.845,-0.502,-2.227,144.958,298.401,-93.384
-0.703,-0.438,-2.365,108.521,283.020,-69.763
-0.556,-0.408,-2.587,48.218,261.963,-54.138
-0.444,-0.475,-2.860,-19.043,227.966,-45.715
-0.441,-0.463,-2.771,-65.308,168.945,-31.128
-0.480,-0.365,-2.456,-76.904,107.483,-12.085
-0.506,-0.254,-2.104,-63.538,66.406,2.747
-0.533,-0.056,-1.887,-43.213,45.654,16.418
-0.547,0.133,-1.754,-21.484,35.706,23.193
-0.521,0.284,-1.744,-2.502,30.823,21.179
-0.479,0.333,-1.711,4.944,22.095,11.841
-0.443,0.244,-1.568,3.052,8.972,-1.587
-0.424,0.065,-1.399,3.052,-1.709,-13.550
-0.380,-0.057,-1.277,5.005,-4.761,-18.677
-0.317,-0.141,-1.230,6.775,-2.686,-18.188
-0.267,-0.163,-1.265,10.803,1.038,-13.672
-0.249,-0.103,-1.292,16.479,0.854,-6.958
-0.225,-0.051,-1.264,15.015,-5.066,-3.418
-0.210,-0.068,-1.143,7.568,-13.977,-3.662
-0.195,-0.081,-1.058,-0.610,-18.372,-3.479
-0.168,-0.073,-1.020,-9.460,-17.944,-2.625
-0.164,-0.045,-1.022,-16.907,-15.320,-1.099
-0.170,-0.038,-1.007,-20.569,-14.160,-0.427
-0.169,-0.043,-0.977,-17.456,-14.893,-1.160
-0.163,-0.029,-0.972,-13.794,-14.404,-1.465
-0.156,-0.016,-0.970,-13.672,-12.878,-2.380
-0.154,-0.072,-0.913,-12.512,-12.024,-4.639
-0.168,-0.085,-0.929,-4.333,-8.606,-5.066
-0.141,-0.091,-0.952,-0.793,-4.517,-3.479
-0.119,-0.055,-1.008,-3.479,-1.770,-2.747
-0.121,-0.068,-1.028,-8.911,-2.197,-3.845
-0.127,-0.127,-1.043,-11.719,-5.371,-6.165
-0.124,-0.103,-1.010,-10.620,-9.338,-3.906
-0.130,-0.100,-0.984,-13.000,-9.583,-2.563
-0.126,-0.109,-0.963,-12.939,-7.935,-1.587
-0.130,-0.100,-0.978,-6.714,-6.226,-0.549
-0.127,-0.077,-0.955,-0.122,-6.775,0.671
-0.120,-0.050,-0.940,1.953,-6.897,1.587
-0.130,-0.043,-0.943,3.296,-4.761,0.610
-0.126,-0.061,-0.945,1.953,-2.075,-1.404
-0.132,-0.088,-0.951,1.099,-1.160,-2.930
-0.134,-0.077,-0.975,0.427,-0.122,-1.892
-0.139,-0.077,-0.971,-0.732,-0.488,-0.671
-0.143,-0.071,-1.002,-1.465,-0.488,0.244
-0.145,-0.055,-1.005,-3.113,-1.404,1.282
-0.143,-0.067,-0.996,-4.456,-3.784,0.854
-0.144,-0.051,-0.988,-5.249,-5.249,1.282
-0.150,-0.044,-0.955,-5.615,-5.005,1.526
-0.153,-0.066,-0.953,-0.793,-3.479,0.305
-0.154,-0.044,-0.966,4.272,-0.977,0.671
-0.156,-0.050,-0.957,5.554,0.488,0.366
-0.146,-0.061,-0.977,7.324,1.770,-0.732
-0.149,-0.062,-0.982,5.005,2.625,-0.854
-0.150,-0.055,-0.993,1.099,2.869,-0.916
-0.150,-0.072,-1.006,-2.319,2.441,-1.648
-0.152,-0.061,-1.020,-4.395,1.770,-1.343
-0.152,-0.058,-1.022,-5.127,1.587,-0.671
-0.158,-0.061,-1.029,-2.747,1.770,-0.244
-0.159,-0.051,-1.028,-0.427,0.977,0.366
-0.159,-0.035,-1.035,0.488,-0.122,0.122
-0.152,-0.027,-1.032,0.671,-0.793,-0.854
-0.152,-0.054,-1.010,1.465,-1.648,-2.686
-0.141,-0.065,-0.998,3.784,-1.892,-3.479
-0.142,-0.076,-1.001,3.662,-2.502,-3.540
-0.139,-0.101,-0.952,1.160,-3.479,-3.540
-0.139,-0.098,-0.956,-3.479,-0.671,-2.808
-0.137,-0.107,-1.010,-4.639,3.662,-1.953
-0.142,-0.089,-1.032,-3.418,4.639,-0.366
-0.147,-0.066,-1.049,-1.587,3.357,0.916
-0.140,-0.071,-1.024,1.831,0.610,0.977
-0.142,-0.057,-1.014,3.540,-0.549,0.671
-0.143,-0.057,-1.012,1.770,-0.549,-0.061
-0.145,-0.080,-1.015,0.183,-1.221,-1.465
-0.147,-0.086,-1.009,-0.610,-2.197,-1.648
-0.143,-0.093,-0.995,-1.587,-3.052,-1.770
-0.137,-0.112,-0.989,-3.235,-2.686,-1.526
-0.142,-0.102,-1.015,-1.892,-1.038,-0.488
-0.134,-0.105,-1.005,-1.831,-0.488,0.610
-0.139,-0.091,-1.011,-1.526,0.305,1.648
-0.142,-0.087,-0.991,-0.732,0.183,2.319
-0.146,-0.068,-1.004,1.221,-0.183,2.563
-0.145,-0.030,-1.010,1.953,-0.427,3.174
-0.151,-0.036,-0.997,0.000,-1.160,1.648
-0.154,-0.046,-1.005,-1.526,-0.610,0.366
-0.150,-0.087,-0.982,-3.113,-0.977,-0.671
-0.149,-0.120,-0.968,-1.648,-0.793,-0.671
-0.145,-0.082,-1.001,1.465,0.854,1.709
-0.145,-0.072,-1.016,0.549,1.099,2.563
-0.143,-0.073,-1.024,-1.221,0.244,1.831
-0.148,-0.064,-1.020,-2.441,-1.282,1.770
-0.148,-0.060,-1.006,-2.380,-2.869,1.099
-0.146,-0.064,-0.999,-1.892,-3.418,0.305
-0.149,-0.064,-0.992,-0.671,-2.625,0.427
-0.151,-0.063,-0.989,0.305,-1.709,0.793
-0.149,-0.066,-0.979,0.732,-1.282,0.793
-0.141,-0.063,-0.999,0.183,0.793,0.793
-0.136,-0.076,-1.010,-1.282,1.526,0.244
-0.137,-0.091,-1.012,-2.136,0.916,0.000
-0.135,-0.092,-1.003,-2.136,-0.549,0.244
-0.136,-0.089,-0.985,-1.160,-1.709,0.916
-0.137,-0.079,-0.995,-1.526,-1.160,1.770
-0.141,-0.052,-1.016,-2.014,-0.366,2.502
-0.145,-0.046,-1.016,-3.601,-1.343,2.075
-0.147,-0.048,-1.004,-3.540,-2.991,0.793
-0.144,-0.080,-0.982,-2.441,-3.540,-0.366
-0.143,-0.073,-1.000,-2.136,-1.648,0.122
-0.137,-0.071,-1.001,-0.854,-0.977,0.610
-0.138,-0.079,-0.995,0.671,-0.305,0.427
-0.132,-0.062,-1.006,0.549,1.099,1.099
-0.136,-0.062,-1.002,-1.953,1.038,0.793
-0.137,-0.070,-0.995,-3.723,0.488,-0.183
-0.131,-0.077,-0.990,-3.235,-0.183,-0.854
-1.470,0.246,-1.739,1.770,573.181,-59.265
-1.419,0.138,-2.546,-71.411,570.435,-85.754
-1.367,-0.220,-3.195,-140.930,545.471,-117.737
-1.243,-0.678,-3.561,-183.533,489.502,-142.273
-1.104,-0.930,-3.419,-174.561,399.231,-143.127
-1.036,-1.044,-3.063,-125.244,316.284,-126.465
-0.979,-1.050,-2.667,-59.814,256.775,-101.074
-0.830,-0.863,-2.402,8.789,220.764,-70.801
-0.730,-0.586,-2.354,61.096,205.200,-45.044
-0.634,-0.406,-2.486,78.125,196.716,-29.968
-0.519,-0.272,-2.632,70.435,178.467,-22.827
-0.413,-0.206,-2.668,50.293,146.606,-19.043
-0.370,-0.225,-2.506,28.076,106.384,-17.944
-0.379,-0.252,-2.217,15.686,67.017,-15.442
-0.389,-0.271,-1.915,14.160,36.804,-10.620
-0.351,-0.269,-1.669,19.409,19.409,-5.127
-0.304,-0.189,-1.535,29.114,14.282,2.075
-0.264,-0.061,-1.476,37.720,12.268,9.033
-0.229,0.016,-1.382,39.673,6.531,11.353
-0.187,0.050,-1.274,34.607,-1.587,9.338
-0.161,0.048,-1.207,24.353,-5.737,5.920
-0.151,0.029,-1.114,11.719,-6.836,2.258
-0.138,0.009,-1.098,-1.892,-3.418,-1.099
-0.132,-0.015,-1.122,-11.414,1.648,-3.906
-0.130,-0.042,-1.159,-14.587,5.249,-6.287
-0.120,-0.071,-1.144,-12.573,5.005,-8.362
-0.115,-0.098,-1.137,-8.240,4.517,-9.888
-0.110,-0.135,-1.099,-7.446,3.723,-11.292
-0.097,-0.203,-1.059,-4.395,3.357,-12.207
-0.096,-0.238,-1.061,0.977,4.333,-10.559
-0.094,-0.219,-1.022,2.869,3.662,-6.287
-0.096,-0.196,-1.019,2.014,3.113,-3.418
-0.096,-0.189,-1.019,0.732,2.319,-2.075
-0.109,-0.144,-1.024,0.793,0.000,-0.061
-0.113,-0.123,-0.975,-2.075,-2.930,0.916
-0.129,-0.118,-0.957,-5.249,-3.906,0.488
-0.130,-0.119,-0.940,-6.470,-3.479,0.000
-0.122,-0.114,-0.932,-5.676,-2.747,-0.366
-0.105,-0.108,-0.970,-4.089,-0.183,-0.793
-0.100,-0.140,-0.963,-2.930,0.732,-1.831
-0.085,-0.119,-0.990,-0.305,1.648,-1.648
-0.078,-0.134,-0.981,0.366,1.038,-1.892
-0.080,-0.163,-0.972,0.000,0.427,-2.686
-0.084,-0.183,-0.972,-0.244,-0.366,-2.380
-0.082,-0.198,-0.950,0.305,-0.671,-0.916
-0.094,-0.183,-0.983,1.526,0.305,1.282
-0.097,-0.172,-0.996,0.366,1.038,3.662
-0.107,-0.163,-1.006,-1.282,0.305,5.005
-0.099,-0.124,-1.059,-2.136,1.465,6.165
-0.104,-0.126,-1.035,-4.028,-0.244,5.554
-0.114,-0.120,-1.014,-1.648,-0.854,5.127
-0.115,-0.110,-0.997,2.502,-0.183,4.883
-0.112,-0.133,-0.998,4.822,1.099,3.784
-0.108,-0.138,-1.015,6.470,2.869,4.089
-0.110,-0.125,-1.039,8.118,3.235,5.066
-0.121,-0.109,-1.038,8.484,1.831,5.310
-0.127,-0.105,-1.019,5.798,-0.305,4.700
-0.131,-0.100,-1.009,2.441,-0.854,4.028
-0.138,-0.087,-1.029,0.183,-0.427,3.662
-0.139,-0.079,-1.039,-2.258,-0.488,3.235
-0.139,-0.095,-1.025,-2.441,-0.793,2.686
-0.132,-0.091,-1.044,0.488,-1.160,2.625
-0.131,-0.081,-1.025,1.221,-2.258,3.235
-0.136,-0.073,-1.004,2.197,-2.930,2.869
-0.127,-0.088,-1.008,2.136,-1.892,1.892
-0.121,-0.084,-1.005,0.977,-1.648,1.343
-0.122,-0.077,-1.016,-0.671,-1.221,1.221
-0.117,-0.061,-1.013,-0.732,-1.343,0.732
-0.118,-0.073,-0.989,-0.854,-2.686,-0.488
-0.115,-0.074,-0.966,-1.221,-2.502,-1.526
-0.115,-0.098,-0.981,-0.244,-0.916,-2.563
-0.107,-0.106,-1.003,1.404,-0.183,-2.869
-0.102,-0.121,-0.990,0.854,-0.854,-3.113
-0.095,-0.153,-1.006,0.488,-0.610,-3.418
-0.092,-0.165,-1.009,0.549,-0.610,-3.052
-0.091,-0.158,-0.995,-0.122,-1.404,-2.075
-0.094,-0.133,-0.994,0.000,-1.587,-0.610
-0.100,-0.111,-0.993,-0.061,-0.854,0.244
-0.110,-0.119,-0.979,0.549,-0.793,-0.305
-0.110,-0.104,-0.990,2.869,0.183,-0.305
-0.111,-0.101,-0.997,1.404,1.343,-0.671
-0.110,-0.110,-1.028,-1.038,2.014,-1.892
-0.109,-0.139,-1.011,-2.075,0.122,-2.808
-0.106,-0.147,-1.010,-1.648,-1.038,-2.747
-0.106,-0.152,-1.006,-1.160,-1.282,-1.648
-0.109,-0.130,-1.019,-0.366,-1.709,-0.305
-0.104,-0.120,-0.997,-0.793,-2.930,0.305
-0.112,-0.142,-0.962,-0.610,-3.662,-0.305
-0.106,-0.129,-0.984,0.671,-2.014,0.366
-0.106,-0.110,-0.993,-0.366,-1.465,0.916
-0.101,-0.102,-0.999,-1.831,-2.075,0.549
-0.098,-0.091,-0.969,-3.052,-2.625,0.000
-0.103,-0.132,-0.938,-0.854,-1.770,-1.343
-0.102,-0.104,-0.969,3.357,0.977,-0.793
-0.101,-0.108,-0.985,1.831,2.197,-0.610
-0.098,-0.119,-1.011,-0.183,2.686,-1.770
-0.097,-0.122,-1.014,-1.953,2.014,-2.258
-0.102,-0.166,-0.975,-2.563,0.732,-2.686
-0.099,-0.169,-0.982,-0.427,1.648,-1.526
-0.101,-0.151,-1.005,1.282,3.418,1.099
-0.107,-0.110,-1.037,2.136,3.540,2.869
-0.110,-0.089,-1.037,-0.122,1.221,2.441
-0.113,-0.101,-1.015,-1.648,-0.366,0.977
-0.120,-0.111,-1.006,-0.427,-0.854,-0.061
-0.120,-0.103,-0.995,-0.427,-0.610,0.061
-0.119,-0.109,-1.018,-0.793,1.282,-0.244
-0.114,-0.118,-1.038,-0.122,2.075,-0.977
-0.108,-0.133,-1.019,-0.183,1.038,-1.160
-0.107,-0.143,-0.997,0.977,-0.183,-0.916
-0.108,-0.119,-1.003,2.441,0.854,0.488
-0.101,-0.112,-1.011,1.953,1.953,0.793
-0.101,-0.121,-1.014,0.427,1.831,0.488
-0.106,-0.133,-1.002,1.038,0.549,0.671
-0.105,-0.118,-0.994,3.174,-0.244,1.648
-0.105,-0.114,-1.008,3.174,0.732,2.014
-0.105,-0.097,-1.029,2.747,1.099,1.709
-0.107,-0.104,-1.035,0.549,0.061,0.549
-0.106,-0.129,-1.012,-0.916,-1.770,-1.099
-0.103,-0.141,-1.009,-0.977,-1.953,-1.587
-0.918,0.005,-2.010,161.987,480.591,-49.316
-0.774,0.003,-2.457,139.465,459.900,-42.725
-0.647,-0.103,-2.759,77.515,418.640,-42.419
-0.525,-0.255,-2.843,-4.822,358.276,-42.175
-0.508,-0.331,-2.835,-74.890,298.340,-38.208
-0.519,-0.382,-2.703,-117.188,238.831,-33.447
-0.568,-0.403,-2.435,-127.625,185.608,-28.137
-0.581,-0.317,-2.224,-108.154,146.729,-20.081
-0.529,-0.227,-2.056,-74.890,122.375,-13.367
-0.489,-0.165,-1.953,-35.522,107.300,-9.216
-0.428,-0.049,-1.927,-0.183,99.304,-4.883
-0.367,0.003,-1.881,18.616,89.417,-4.028
-0.321,-0.010,-1.822,21.484,80.261,-7.568
-0.281,-0.098,-1.818,19.714,72.937,-15.137
-0.241,-0.204,-1.831,17.700,65.002,-20.142
-0.216,-0.272,-1.831,17.883,54.565,-18.921
-0.200,-0.283,-1.849,18.250,42.236,-13.184
-0.196,-0.235,-1.831,14.832,28.870,-5.249
-0.211,-0.166,-1.722,10.071,14.038,0.549
-0.211,-0.127,-1.608,8.606,2.319,3.113
-0.202,-0.120,-1.490,7.629,-5.188,3.662
-0.188,-0.098,-1.370,6.714,-11.169,4.822
-0.154,-0.107,-1.269,8.484,-14.954,4.944
-0.119,-0.105,-1.190,9.949,-17.456,4.822
-0.100,-0.095,-1.114,9.277,-18.311,5.371
-0.078,-0.109,-1.068,6.714,-17.822,4.639
-0.071,-0.105,-1.026,4.517,-16.052,4.761
-0.068,-0.083,-1.002,4.456,-13.245,5.493
-0.063,-0.068,-0.992,5.798,-11.292,5.127
-0.060,-0.076,-0.961,7.446,-11.414,4.028
-0.054,-0.067,-0.924,10.132,-12.024,3.235
-0.047,-0.088,-0.869,12.207,-13.062,2.686
-0.045,-0.065,-0.860,11.963,-11.169,3.601
-0.044,-0.071,-0.840,6.470,-9.766,3.418
-0.036,-0.108,-0.833,0.183,-8.240,2.075
-0.016,-0.116,-0.861,-3.479,-6.409,2.258
-0.019,-0.104,-0.891,-5.066,-3.784,3.357
-0.019,-0.105,-0.923,-4.150,-1.221,3.540
-0.015,-0.123,-0.928,-1.160,-0.854,3.235
-0.021,-0.117,-0.923,3.357,-0.366,3.906
-0.028,-0.084,-0.942,6.042,1.282,4.883
-0.029,-0.099,-0.936,5.615,2.014,4.211
-0.028,-0.107,-0.964,6.592,2.197,3.723
-0.027,-0.078,-0.988,5.554,1.953,5.005
-0.041,-0.077,-0.998,2.441,1.099,5.005
-0.044,-0.081,-1.011,0.854,0.854,4.517
-0.055,-0.069,-1.018,-0.732,0.732,4.700
-0.065,-0.070,-1.031,-2.686,1.587,4.456
-0.070,-0.057,-1.055,-3.052,2.563,4.272
-0.076,-0.037,-1.046,-3.235,2.441,4.211
-0.086,-0.035,-1.054,-2.441,3.906,3.174
-0.077,-0.058,-1.047,-1.099,4.150,1.770
-0.077,-0.057,-1.061,0.977,3.784,1.465
-0.077,-0.055,-1.059,0.549,3.540,1.831
-0.080,-0.067,-1.052,-0.916,2.747,1.404
-0.080,-0.058,-1.067,-2.014,2.136,1.221
-0.076,-0.070,-1.070,-3.052,1.160,0.671
-0.072,-0.087,-1.084,-2.136,-0.366,-0.305
-0.070,-0.096,-1.071,-2.380,-2.258,0.427
-0.070,-0.092,-1.064,-2.808,-4.761,1.038
-0.065,-0.086,-1.025,-2.625,-6.958,1.770
-0.070,-0.056,-0.997,-0.366,-6.104,2.441
-0.066,-0.011,-1.019,0.122,-2.136,3.113
-0.064,-0.010,-1.002,-1.038,-1.465,1.099
-0.063,-0.021,-0.990,-1.587,-1.282,-1.221
-0.060,-0.047,-0.980,-0.854,-0.732,-2.991
-0.054,-0.074,-0.978,-1.160,0.183,-4.150
-0.042,-0.120,-0.994,-2.686,0.549,-5.249
-0.036,-0.128,-1.018,-2.380,-0.183,-4.272
-0.034,-0.141,-0.996,-2.380,-2.014,-3.174
-0.038,-0.125,-0.977,-1.770,-2.075,-1.953
-0.044,-0.109,-0.993,-2.075,0.488,-0.610
-0.040,-0.102,-1.019,-4.639,1.587,-0.610
-0.046,-0.090,-1.020,-7.202,0.916,-0.916
-0.046,-0.097,-1.001,-4.761,-0.549,-1.648
-0.048,-0.086,-0.991,-0.305,-0.488,-1.831
-0.053,-0.097,-0.988,2.014,-0.549,-2.014
-0.050,-0.089,-0.997,2.197,-0.488,-1.831
-0.048,-0.102,-0.999,0.366,-1.282,-2.258
-0.047,-0.102,-1.013,-0.427,-2.014,-2.747
-0.049,-0.117,-0.998,-2.319,-2.869,-3.052
-0.050,-0.145,-0.986,-3.174,-2.136,-3.296
-0.043,-0.159,-0.998,-3.174,-0.122,-2.502
-0.047,-0.140,-1.001,-3.784,1.221,-0.610
-0.039,-0.135,-1.027,-4.089,2.014,0.854
-0.054,-0.120,-1.016,-2.869,1.160,1.770
-0.052,-0.124,-1.007,-3.784,-0.610,2.014
-0.057,-0.077,-1.015,-2.441,-1.099,2.991
-0.062,-0.082,-0.998,-2.869,-1.709,2.686
-0.054,-0.071,-1.013,-1.587,-1.526,1.709
-0.059,-0.066,-1.003,-1.038,-1.221,1.038
-0.061,-0.111,-0.990,-1.221,-0.732,-0.854
-0.054,-0.101,-1.021,-0.793,2.014,-0.427
-0.056,-0.119,-1.026,-3.418,2.502,-0.366
-0.057,-0.138,-1.036,-3.723,1.709,-0.610
-0.052,-0.095,-1.046,-1.465,0.427,1.038
-0.056,-0.104,-1.014,-1.404,-1.404,0.977
-0.057,-0.089,-1.020,0.000,-1.892,0.793
-0.049,-0.063,-1.019,0.183,-2.258,0.854
-0.048,-0.085,-0.994,-0.244,-2.991,-0.366
-0.050,-0.093,-1.012,1.648,-2.869,-0.977
-0.042,-0.093,-0.978,3.174,-2.869,-0.793
-0.053,-0.104,-0.988,1.709,-0.549,-0.793
-0.051,-0.107,-1.021,1.465,2.563,-0.366
-0.053,-0.112,-1.040,-0.122,2.930,-0.061
-0.050,-0.099,-1.054,0.061,1.038,0.183
-0.047,-0.104,-1.023,0.305,-1.770,0.061
-0.047,-0.095,-1.012,0.305,-3.052,-0.427
-0.043,-0.091,-1.005,-1.404,-2.747,-0.183
-0.045,-0.101,-1.001,-1.465,-2.502,-0.366
-0.040,-0.093,-1.009,-0.549,-2.625,-0.122
-0.045,-0.086,-0.990,-0.732,-3.357,-0.427
-0.044,-0.107,-0.973,-0.977,-2.930,-1.526
-0.043,-0.109,-0.997,-0.610,-0.854,-1.587
-0.043,-0.102,-1.010,-1.770,0.061,-0.977
-0.042,-0.120,-0.996,-2.991,-0.549,-1.038
-0.038,-0.125,-0.999,-1.770,-0.610,-0.732
-0.034,-0.111,-0.993,-1.404,-0.244,0.305
-0.040,-0.104,-1.003,-1.282,-0.061,0.671
-1.118,-0.458,-2.378,-70.313,522.522,-128.113
-1.087,-0.649,-2.953,-14.893,512.634,-125.122
-1.035,-0.612,-3.207,73.425,458.679,-104.797
-0.876,-0.525,-3.202,159.485,381.714,-82.764
-0.713,-0.543,-2.972,208.191,307.678,-63.904
-0.578,-0.515,-2.754,207.336,247.192,-43.823
-0.464,-0.604,-2.681,148.804,202.087,-26.550
-0.350,-0.547,-2.651,56.152,161.804,-5.005
-0.340,-0.402,-2.577,-31.006,118.652,19.409
-0.394,-0.177,-2.394,-81.665,75.134,40.100
-0.430,0.057,-2.154,-85.632,36.560,51.697
-0.422,0.225,-1.825,-67.932,6.714,52.612
-0.401,0.329,-1.529,-40.222,-7.568,45.288
-0.387,0.389,-1.384,-14.709,-3.296,35.278
-0.333,0.392,-1.306,3.296,5.188,23.499
-0.295,0.314,-1.249,11.841,10.132,9.460
-0.267,0.191,-1.213,8.667,15.259,-2.808
-0.261,0.060,-1.222,6.104,20.020,-12.146
-0.232,-0.020,-1.246,7.141,24.292,-17.029
-0.202,-0.104,-1.269,10.193,25.330,-17.944
-0.170,-0.136,-1.312,14.099,25.574,-15.198
-0.140,-0.109,-1.352,12.634,23.071,-10.193
-0.118,-0.085,-1.337,8.972,15.991,-7.324
-0.104,-0.075,-1.267,5.737,6.592,-6.531
-0.093,-0.054,-1.154,3.235,-1.221,-6.287
-0.085,-0.047,-1.071,1.099,-4.944,-6.714
-0.067,-0.059,-1.018,-2.441,-5.615,-7.324
-0.066,-0.065,-0.998,-5.981,-4.211,-7.202
-0.062,-0.060,-1.003,-9.094,-2.014,-6.775
-0.055,-0.081,-1.019,-10.864,-0.427,-7.507
-0.037,-0.125,-1.078,-12.878,0.549,-8.545
-0.052,-0.135,-1.073,-13.306,-0.793,-7.629
-0.051,-0.130,-1.105,-11.414,-2.258,-6.287
-0.050,-0.136,-1.088,-9.644,-3.601,-5.554
-0.055,-0.138,-1.085,-6.653,-3.967,-4.700
-0.057,-0.135,-1.047,-3.235,-5.310,-3.540
-0.046,-0.139,-1.006,-0.610,-6.775,-3.113
-0.046,-0.116,-0.993,0.427,-6.226,-2.563
-0.038,-0.100,-1.008,-1.648,-5.005,-2.380
-0.036,-0.095,-1.032,-5.249,-4.517,-2.869
-0.045,-0.123,-1.002,-7.019,-5.981,-3.357
-0.050,-0.131,-0.972,-3.418,-7.324,-2.991
-0.040,-0.090,-0.983,-2.197,-6.165,-1.038
-0.043,-0.090,-0.984,-6.348,-5.188,-0.916
-0.043,-0.081,-1.003,-7.507,-4.578,-0.916
-0.049,-0.091,-0.967,-7.507,-5.859,-1.343
-0.050,-0.091,-0.944,-3.967,-6.653,-1.831
-0.045,-0.076,-0.959,-1.160,-5.127,-1.282
-0.037,-0.071,-0.982,-0.427,-3.906,-1.953
-0.040,-0.077,-0.952,-1.343,-3.052,-2.380
-0.044,-0.122,-0.955,2.258,-0.366,-2.808
-0.043,-0.101,-0.995,6.836,2.380,-1.343
-0.049,-0.109,-1.008,5.615,2.014,-0.549
-0.055,-0.094,-1.027,4.883,0.366,-0.366
-0.064,-0.083,-0.992,2.869,-2.136,-0.183
-0.069,-0.090,-0.938,-0.977,-2.563,-1.221
-0.072,-0.100,-0.952,-0.732,0.366,-1.038
-0.064,-0.059,-0.999,0.427,3.174,0.732
-0.060,-0.043,-1.021,-1.099,3.052,1.587
-0.067,-0.047,-1.009,-2.258,1.587,0.732
-0.067,-0.071,-0.982,-2.869,0.549,-0.366
-0.068,-0.053,-1.000,-2.502,1.526,-0.549
-0.068,-0.049,-1.029,-2.808,2.380,-1.282
-0.069,-0.056,-1.035,-1.953,2.075,-2.380
-0.060,-0.090,-1.010,-0.916,1.404,-3.052
-0.052,-0.112,-0.996,-0.183,1.953,-3.296
-0.046,-0.114,-1.018,0.183,3.784,-2.502
-0.042,-0.099,-1.049,-0.549,4.456,-1.465
-0.046,-0.109,-1.035,-2.136,2.502,-1.038
-0.049,-0.112,-1.012,-1.892,0.549,-0.793
-0.048,-0.086,-1.035,-0.854,0.549,0.000
-0.048,-0.090,-1.052,-2.258,0.305,-0.305
-0.047,-0.123,-1.026,-2.563,-0.916,-1.038
-0.044,-0.122,-1.027,0.671,-0.732,-0.061
-0.044,-0.104,-1.019,2.075,-0.427,1.404
-0.050,-0.101,-1.017,1.404,-0.488,1.648
-0.049,-0.083,-1.012,0.488,-0.427,1.892
-0.051,-0.075,-1.013,-0.488,-0.305,1.648
-0.059,-0.069,-1.014,-0.916,-0.244,1.099
-0.065,-0.079,-1.001,-1.404,-0.366,0.977
-0.061,-0.091,-0.989,-0.610,0.549,1.038
-0.061,-0.100,-1.015,0.427,1.892,1.282
-0.058,-0.076,-1.034,-0.061,2.441,2.319
-0.058,-0.088,-1.021,-0.977,0.732,2.014
-0.058,-0.075,-1.009,-0.610,-1.160,1.587
-0.062,-0.050,-0.989,-1.282,-2.014,1.587
-0.060,-0.063,-0.983,-2.075,-1.404,0.244
-0.053,-0.089,-0.969,-2.075,-0.793,-0.610
-0.057,-0.085,-0.979,-0.427,0.305,-0.183
-0.056,-0.082,-0.985,0.183,1.160,0.610
-0.056,-0.093,-0.999,-0.732,1.587,0.183
-0.052,-0.101,-0.993,-1.587,1.343,0.366
-0.054,-0.089,-1.006,0.061,0.793,0.671
-0.053,-0.073,-1.003,-0.671,-0.244,1.160
-0.055,-0.077,-0.999,-2.258,-1.160,0.488
-0.047,-0.059,-1.015,-3.723,-1.099,0.305
-0.059,-0.064,-1.009,-4.272,-1.709,-0.549
-0.051,-0.087,-1.005,-5.554,-2.319,-1.831
-0.053,-0.093,-0.998,-6.165,-1.465,-1.770
-0.055,-0.104,-1.003,-4.761,0.427,-1.526
-0.055,-0.106,-1.021,-1.648,1.831,-0.610
-0.054,-0.105,-1.023,0.793,2.014,0.244
-0.056,-0.094,-1.026,3.113,1.831,1.038
-0.056,-0.072,-1.020,3.601,1.221,1.465
-0.058,-0.073,-1.020,1.526,1.221,0.854
-0.056,-0.082,-1.036,-0.305,1.221,-0.061
-0.061,-0.077,-1.031,-2.075,0.122,-0.122
-0.055,-0.083,-1.021,-2.014,-1.343,-0.671
-0.053,-0.086,-1.014,-1.282,-1.709,-0.793
-0.055,-0.082,-1.018,-1.953,-0.916,-0.366
-0.052,-0.096,-1.020,-2.502,-0.732,-0.488
-0.054,-0.084,-1.030,-2.075,-1.160,0.000
-0.053,-0.081,-1.020,-3.235,-2.136,0.000
-0.054,-0.092,-1.011,-2.441,-2.808,-0.671
-0.057,-0.093,-1.005,-0.977,-1.831,-0.366
-0.054,-0.094,-1.023,0.671,-0.244,0.000
-0.051,-0.097,-1.011,1.282,-0.061,0.061
